,Hotel Name,Hotel Price,Hotel Bedrooms,Hotel Summery,Hotel Update Date
386, Beautiful Renovated Barn with private above ground swimming poolAquitaine, From £550 /Week," Barn, Bedroom(s): 2, Sleeps: 4"," Our self contained Barn at Chez Bourgogne is a charming 2 bedroom, 2 bathroom dwelling attached to the original farmhouse in beautiful SW France with magnificent panoramic views and private 3mx5m pool", ID#: 1301 |  Last update: 28-Apr-2022
387, Traditional stone built property with heated poolMidi-Pyrenees," From £1,252 /Week"," Farmhouse, Bedroom(s): 5, Sleeps: 10"," ""Mas du Rocher"": a charming 19th century property built on bedrock along the river Lot.", ID#: 1297 |  Last update: 30-May-2022
388, Luxury villa with private pool and private tennis courtMidi-Pyrenees," From £1,165 /Week"," Villa, Bedroom(s): 3, Sleeps: 8"," A style-built “maison en pierre” built in the 90-ties, carefully renovated and modernized in 2018. The villa is set in a rural environment on 8 acres of private grounds, without neighbours in sight", ID#: 1283 |  Last update: 22-Jan-2022
389, Apartment in the centre of Royan close to the market and beachesPoitou-Charentes, From £390 /Week," Apartment, Bedroom(s): 2, Sleeps: 4"," The large, modern chalet-style apartment is on the top (fourth) floor of a quiet complex with views across Royan to the Gironde.", ID#: 1289 |  Last update: 15-Feb-2022
390, Semi trolodyte house along the river CéléMidi-Pyrenees, From £600 /Week," House, Bedroom(s): 4, Sleeps: 6"," La Goutte, a unique accommodation clinging to the cliffs along the river Célé. Recently restored, using materials such as limestone & oak beams, the cliff walls are integrated into the buildings.", ID#: 1282 |  Last update: 14-Jun-2022
391, Tranquility CottagePoitou-Charentes, From £395 /Week," Gite, Bedroom(s): 1, Sleeps: 3"," An adult only property with private heated pool in a great location with countryside views yet within walking distance of shops, bar etc.
Everything you will need for a stress free holiday!", ID#: 1296 |  Last update: 23-Jun-2022
392, Les Carrieres Gite and Fishing HolidaysAquitaine, From £690 /Week," Cottage, Bedroom(s): 3, Sleeps: 6"," Barn Owl Cottage is a beautiful 3 bedroom property in the Dordogne area of France, situated near to the Charante and Limousin borders. Private stocked fishing lake, heated swimming pool, games room.", ID#: 1295 |  Last update: 23-Jun-2022
393, ThouveninPoitou-Charentes, From £495 /Week," House, Bedroom(s): 4, Sleeps: 8"," Gorgeous historic house with beautiful grounds & pool and its own private café/bar. Situated in a quiet, picturesque village, with baker and other shops, surrounded by vineyards and sunflower fields.", ID#: 1300 |  Last update: 11-Apr-2022
394, Beautiful rural villa with private pool near CeretLanguedoc-Roussillon," From £1,722 /Week"," Villa, Bedroom(s): 3, Sleeps: 6", A magnificent villa set in the countryside near the village of Reynes and 5 minutes drive to lively Céret. The well-equipped property boasts a lovely private pool. 30 mins from the Med beaches., ID#: 1294 |  Last update: 19-Jan-2022
395, Beautiful Renovated Barn with private above ground swimming poolAquitaine, From £550 /Week," Barn, Bedroom(s): 2, Sleeps: 4"," Our self contained Barn at Chez Bourgogne is a charming 2 bedroom, 2 bathroom dwelling attached to the original farmhouse in beautiful SW France with magnificent panoramic views and private 3mx5m pool", ID#: 1301 |  Last update: 28-Apr-2022
396, Traditional stone built property with heated poolMidi-Pyrenees," From £1,252 /Week"," Farmhouse, Bedroom(s): 5, Sleeps: 10"," ""Mas du Rocher"": a charming 19th century property built on bedrock along the river Lot.", ID#: 1297 |  Last update: 30-May-2022
397, Luxury villa with private pool and private tennis courtMidi-Pyrenees," From £1,165 /Week"," Villa, Bedroom(s): 3, Sleeps: 8"," A style-built “maison en pierre” built in the 90-ties, carefully renovated and modernized in 2018. The villa is set in a rural environment on 8 acres of private grounds, without neighbours in sight", ID#: 1283 |  Last update: 22-Jan-2022
398, Apartment in the centre of Royan close to the market and beachesPoitou-Charentes, From £390 /Week," Apartment, Bedroom(s): 2, Sleeps: 4"," The large, modern chalet-style apartment is on the top (fourth) floor of a quiet complex with views across Royan to the Gironde.", ID#: 1289 |  Last update: 15-Feb-2022
399, Brand new apartment amidst the vineyards only 10 mins from the seaLanguedoc-Roussillon, From £561 /Week," Apartment, Bedroom(s): 2, Sleeps: 4", This superb 2 bedroom/2.5 bathroom apartment is situated on a working vineyard with wine-tasting and tour included and is only a few minutes drive from the seaside town and beach at Narbonne Plage., ID#: 1261 |  Last update: 01-Nov-2021
400, Tranquility CottagePoitou-Charentes, From £395 /Week," Gite, Bedroom(s): 1, Sleeps: 3"," An adult only property with private heated pool in a great location with countryside views yet within walking distance of shops, bar etc.
Everything you will need for a stress free holiday!", ID#: 1296 |  Last update: 23-Jun-2022
401, Les Carrieres Gite and Fishing HolidaysAquitaine, From £690 /Week," Cottage, Bedroom(s): 3, Sleeps: 6"," Barn Owl Cottage is a beautiful 3 bedroom property in the Dordogne area of France, situated near to the Charante and Limousin borders. Private stocked fishing lake, heated swimming pool, games room.", ID#: 1295 |  Last update: 23-Jun-2022
402, ThouveninPoitou-Charentes, From £495 /Week," House, Bedroom(s): 4, Sleeps: 8"," Gorgeous historic house with beautiful grounds & pool and its own private café/bar. Situated in a quiet, picturesque village, with baker and other shops, surrounded by vineyards and sunflower fields.", ID#: 1300 |  Last update: 11-Apr-2022
403, Beautiful rural villa with private pool near CeretLanguedoc-Roussillon," From £1,722 /Week"," Villa, Bedroom(s): 3, Sleeps: 6", A magnificent villa set in the countryside near the village of Reynes and 5 minutes drive to lively Céret. The well-equipped property boasts a lovely private pool. 30 mins from the Med beaches., ID#: 1294 |  Last update: 19-Jan-2022
404, Beautiful Renovated Barn with private above ground swimming poolAquitaine, From £550 /Week," Barn, Bedroom(s): 2, Sleeps: 4"," Our self contained Barn at Chez Bourgogne is a charming 2 bedroom, 2 bathroom dwelling attached to the original farmhouse in beautiful SW France with magnificent panoramic views and private 3mx5m pool", ID#: 1301 |  Last update: 28-Apr-2022
405, Traditional stone built property with heated poolMidi-Pyrenees," From £1,252 /Week"," Farmhouse, Bedroom(s): 5, Sleeps: 10"," ""Mas du Rocher"": a charming 19th century property built on bedrock along the river Lot.", ID#: 1297 |  Last update: 30-May-2022
406, Luxury villa with private pool and private tennis courtMidi-Pyrenees," From £1,165 /Week"," Villa, Bedroom(s): 3, Sleeps: 8"," A style-built “maison en pierre” built in the 90-ties, carefully renovated and modernized in 2018. The villa is set in a rural environment on 8 acres of private grounds, without neighbours in sight", ID#: 1283 |  Last update: 22-Jan-2022
407, Apartment in the centre of Royan close to the market and beachesPoitou-Charentes, From £390 /Week," Apartment, Bedroom(s): 2, Sleeps: 4"," The large, modern chalet-style apartment is on the top (fourth) floor of a quiet complex with views across Royan to the Gironde.", ID#: 1289 |  Last update: 15-Feb-2022
408, Maison RoseBrittany, From £863 /Week," House, Bedroom(s): 3, Sleeps: 6"," Maison Rose is a house in a lovely position in a quiet village on the River Rance, overlooking the marina.", ID#: 1278 |  Last update: 19-Oct-2021
409, Brand new apartment amidst the vineyards only 10 mins from the seaLanguedoc-Roussillon, From £561 /Week," Apartment, Bedroom(s): 2, Sleeps: 4", This superb 2 bedroom/2.5 bathroom apartment is situated on a working vineyard with wine-tasting and tour included and is only a few minutes drive from the seaside town and beach at Narbonne Plage., ID#: 1261 |  Last update: 01-Nov-2021
410, Les Carrieres Gite and Fishing HolidaysAquitaine, From £690 /Week," Cottage, Bedroom(s): 3, Sleeps: 6"," Barn Owl Cottage is a beautiful 3 bedroom property in the Dordogne area of France, situated near to the Charante and Limousin borders. Private stocked fishing lake, heated swimming pool, games room.", ID#: 1295 |  Last update: 23-Jun-2022
411, ThouveninPoitou-Charentes, From £495 /Week," House, Bedroom(s): 4, Sleeps: 8"," Gorgeous historic house with beautiful grounds & pool and its own private café/bar. Situated in a quiet, picturesque village, with baker and other shops, surrounded by vineyards and sunflower fields.", ID#: 1300 |  Last update: 11-Apr-2022
412, Beautiful rural villa with private pool near CeretLanguedoc-Roussillon," From £1,722 /Week"," Villa, Bedroom(s): 3, Sleeps: 6", A magnificent villa set in the countryside near the village of Reynes and 5 minutes drive to lively Céret. The well-equipped property boasts a lovely private pool. 30 mins from the Med beaches., ID#: 1294 |  Last update: 19-Jan-2022
413, Beautiful Renovated Barn with private above ground swimming poolAquitaine, From £550 /Week," Barn, Bedroom(s): 2, Sleeps: 4"," Our self contained Barn at Chez Bourgogne is a charming 2 bedroom, 2 bathroom dwelling attached to the original farmhouse in beautiful SW France with magnificent panoramic views and private 3mx5m pool", ID#: 1301 |  Last update: 28-Apr-2022
414, Traditional stone built property with heated poolMidi-Pyrenees," From £1,252 /Week"," Farmhouse, Bedroom(s): 5, Sleeps: 10"," ""Mas du Rocher"": a charming 19th century property built on bedrock along the river Lot.", ID#: 1297 |  Last update: 30-May-2022
415, Luxury villa with private pool and private tennis courtMidi-Pyrenees," From £1,165 /Week"," Villa, Bedroom(s): 3, Sleeps: 8"," A style-built “maison en pierre” built in the 90-ties, carefully renovated and modernized in 2018. The villa is set in a rural environment on 8 acres of private grounds, without neighbours in sight", ID#: 1283 |  Last update: 22-Jan-2022
416, Apartment in the centre of Royan close to the market and beachesPoitou-Charentes, From £390 /Week," Apartment, Bedroom(s): 2, Sleeps: 4"," The large, modern chalet-style apartment is on the top (fourth) floor of a quiet complex with views across Royan to the Gironde.", ID#: 1289 |  Last update: 15-Feb-2022
417, Brand new apartment amidst the vineyards only 10 mins from the seaLanguedoc-Roussillon, From £561 /Week," Apartment, Bedroom(s): 2, Sleeps: 4", This superb 2 bedroom/2.5 bathroom apartment is situated on a working vineyard with wine-tasting and tour included and is only a few minutes drive from the seaside town and beach at Narbonne Plage., ID#: 1261 |  Last update: 01-Nov-2021
418, Maison RoseBrittany, From £863 /Week," House, Bedroom(s): 3, Sleeps: 6"," Maison Rose is a house in a lovely position in a quiet village on the River Rance, overlooking the marina.", ID#: 1278 |  Last update: 19-Oct-2021
419, Moulin le Ponto with fishing lake and heated poolBrittany," From £2,377 /Week"," Chateau / Country House, Bedroom(s): 8, Sleeps: 18"," four gites set in extensive grounds with fishing lake, heated pool, hot tubs  and games room. Sleeps 18 guests", ID#: 1284 |  Last update: 08-Nov-2021
420, ThouveninPoitou-Charentes, From £495 /Week," House, Bedroom(s): 4, Sleeps: 8"," Gorgeous historic house with beautiful grounds & pool and its own private café/bar. Situated in a quiet, picturesque village, with baker and other shops, surrounded by vineyards and sunflower fields.", ID#: 1300 |  Last update: 11-Apr-2022
421, Beautiful rural villa with private pool near CeretLanguedoc-Roussillon," From £1,722 /Week"," Villa, Bedroom(s): 3, Sleeps: 6", A magnificent villa set in the countryside near the village of Reynes and 5 minutes drive to lively Céret. The well-equipped property boasts a lovely private pool. 30 mins from the Med beaches., ID#: 1294 |  Last update: 19-Jan-2022
422, Beautiful Renovated Barn with private above ground swimming poolAquitaine, From £550 /Week," Barn, Bedroom(s): 2, Sleeps: 4"," Our self contained Barn at Chez Bourgogne is a charming 2 bedroom, 2 bathroom dwelling attached to the original farmhouse in beautiful SW France with magnificent panoramic views and private 3mx5m pool", ID#: 1301 |  Last update: 28-Apr-2022
423, Traditional stone built property with heated poolMidi-Pyrenees," From £1,252 /Week"," Farmhouse, Bedroom(s): 5, Sleeps: 10"," ""Mas du Rocher"": a charming 19th century property built on bedrock along the river Lot.", ID#: 1297 |  Last update: 30-May-2022
